#T alpha signPwLw PwLwExpnt K0 ndatos 
0.1 0.00 -1 N
0.1 0.25 -1 N
0.1 0.50 -1 N
0.1 0.75 -1 N
0.1 1.00 0 F
0.1 1.25 1 I
0.1 1.50 1 I
0.1 1.75 1 I
0.1 2.00 1 I
0.1 2.25 1 I
0.1 2.50 1 I
0.1 2.75 1 I
0.1 3.00 1 I
0.1 4.00 1 I
0.2 0.00 -1 N
0.2 0.25 -1 N
0.2 0.50 -1 N
0.2 0.75 -1 N
0.2 1.00 0 F
0.2 1.25 1 I
0.2 1.50 1 I
0.2 1.75 1 I
0.2 2.00 1 I
0.2 2.25 1 I
0.2 2.50 1 I
0.2 2.75 1 I
0.2 3.00 1 I
0.2 4.00 1 I
0.3 0.00 -1 N
0.3 0.25 -1 N
0.3 0.50 -1 N
0.3 0.75 -1 N
0.3 1.00 0 F
0.3 1.25 0 F
0.3 1.50 1 I
0.3 1.75 1 I
0.3 2.00 1 I
0.3 2.25 1 I
0.3 2.50 1 I
0.3 2.75 1 I
0.3 3.00 1 I
0.3 4.00 1 I
0.4 0.00 -1 N
0.4 0.25 -1 N
0.4 0.50 -1 N
0.4 0.75 -1 N
0.4 1.00 0 F
0.4 1.25 0 F
0.4 1.50 1 I
0.4 1.75 1 I
0.4 2.00 1 I
0.4 2.25 1 I
0.4 2.50 1 I
0.4 2.75 1 I
0.4 3.00 1 I
0.4 4.00 1 I
0.5 0.00 -1 N
0.5 0.25 -1 N
0.5 0.50 -1 N
0.5 0.75 -1 N
0.5 1.00 -1 N
0.5 1.25 0 F
0.5 1.50 1 I
0.5 1.75 1 I
0.5 2.00 1 I
0.5 2.25 1 I
0.5 2.50 1 I
0.5 2.75 1 I
0.5 3.00 1 I
0.5 4.00 1 I
0.6 0.00 -1 N
0.6 0.25 -1 N
0.6 0.50 -1 N
0.6 0.75 -1 N
0.6 1.00 -1 N
0.6 1.25 0 F
0.6 1.50 1 I
0.6 1.75 1 I
0.6 2.00 1 I
0.6 2.25 1 I
0.6 2.50 1 I
0.6 2.75 1 I
0.6 3.00 1 I
0.6 4.00 1 I
0.7 0.00 -1 N
0.7 0.25 -1 N
0.7 0.50 -1 N
0.7 0.75 -1 N
0.7 1.00 -1 N
0.7 1.25 0 F
0.7 1.50 0 F
0.7 1.75 1 I
0.7 2.00 1 I
0.7 2.25 1 I
0.7 2.50 1 I
0.7 2.75 1 I
0.7 3.00 1 I
0.7 4.00 1 I
0.8 0.00 -1 N
0.8 0.25 -1 N
0.8 0.50 -1 N
0.8 0.75 -1 N
0.8 1.00 -1 N
0.8 1.25 -1 N
0.8 1.50 0 F
0.8 1.75 0 F
0.8 2.00 0 F
0.8 2.25 0 F
0.8 2.50 0 F
0.8 2.75 0 F
0.8 3.00 0 F
0.8 4.00 0 F
0.9 0.00 -1 N
0.9 0.25 -1 N
0.9 0.50 -1 N
0.9 0.75 -1 N
0.9 1.00 -1 N
0.9 1.25 -1 N
0.9 1.50 0 F
0.9 1.75 0 F
0.9 2.00 0 F
0.9 2.25 0 F
0.9 2.50 0 F
0.9 2.75 0 F
0.9 3.00 0 F
0.9 4.00 0 F
1.0 0.00 -1 N
1.0 0.25 -1 N
1.0 0.50 -1 N
1.0 0.75 -1 N
1.0 1.00 -1 N
1.0 1.25 -1 N
1.0 1.50 -1 N
1.0 1.75 0 F
1.0 2.00 0 F
1.0 2.25 0 F
1.0 2.50 0 F
1.0 2.75 0 F
1.0 3.00 0 F
1.0 4.00 0 F
1.1 0.00 -1 N
1.1 0.25 -1 N
1.1 0.50 -1 N
1.1 0.75 -1 N
1.1 1.00 -1 N
1.1 1.25 -1 N
1.1 1.50 -1 N
1.1 1.75 -1 N
1.1 2.00 0 F
1.1 2.25 0 F
1.1 2.50 0 F
1.1 2.75 0 F
1.1 3.00 0 F
1.1 4.00 0 F
1.2 0.00 -1 N
1.2 0.25 -1 N
1.2 0.50 -1 N
1.2 0.75 -1 N
1.2 1.00 -1 N
1.2 1.25 -1 N
1.2 1.50 -1 N
1.2 1.75 -1 N
1.2 2.00 0 F
1.2 2.25 0 F
1.2 2.50 0 F
1.2 2.75 0 F
1.2 3.00 0 F
1.2 4.00 0 F
1.3 0.00 -1 N
1.3 0.25 -1 N
1.3 0.50 -1 N
1.3 0.75 -1 N
1.3 1.00 -1 N
1.3 1.25 -1 N
1.3 1.50 -1 N
1.3 1.75 -1 N
1.3 2.00 -1 N
1.3 2.25 0 F
1.3 2.50 0 F
1.3 2.75 0 F
1.3 3.00 0 F
1.3 4.00 0 F
1.4 0.00 -1 N
1.4 0.25 -1 N
1.4 0.50 -1 N
1.4 0.75 -1 N
1.4 1.00 -1 N
1.4 1.25 -1 N
1.4 1.50 -1 N
1.4 1.75 -1 N
1.4 2.00 -1 N
1.4 2.25 -1 N
1.4 2.50 0 F
1.4 2.75 0 F
1.4 3.00 0 F
1.4 4.00 0 F
1.5 0.00 -1 N
1.5 0.25 -1 N
1.5 0.50 -1 N
1.5 0.75 -1 N
1.5 1.00 -1 N
1.5 1.25 -1 N
1.5 1.50 -1 N
1.5 1.75 -1 N
1.5 2.00 -1 N
1.5 2.25 -1 N
1.5 2.50 -1 N
1.5 2.75 -1 N
1.5 3.00 -1 N
1.5 4.00 -1 N
1.6 0.00 -1 N
1.6 0.25 -1 N
1.6 0.50 -1 N
1.6 0.75 -1 N
1.6 1.00 -1 N
1.6 1.25 -1 N
1.6 1.50 -1 N
1.6 1.75 -1 N
1.6 2.00 -1 N
1.6 2.25 -1 N
1.6 2.50 -1 N
1.6 2.75 -1 N
1.6 3.00 -1 N
1.6 4.00 -1 N
1.7 0.00 -1 N
1.7 0.25 -1 N
1.7 0.50 -1 N
1.7 0.75 -1 N
1.7 1.00 -1 N
1.7 1.25 -1 N
1.7 1.50 -1 N
1.7 1.75 -1 N
1.7 2.00 -1 N
1.7 2.25 -1 N
1.7 2.50 -1 N
1.7 2.75 -1 N
1.7 3.00 -1 N
1.7 4.00 -1 N
1.8 0.00 -1 N
1.8 0.25 -1 N
1.8 0.50 -1 N
1.8 0.75 -1 N
1.8 1.00 -1 N
1.8 1.25 -1 N
1.8 1.50 -1 N
1.8 1.75 -1 N
1.8 2.00 -1 N
1.8 2.25 -1 N
1.8 2.50 -1 N
1.8 2.75 -1 N
1.8 3.00 -1 N
1.8 4.00 -1 N
1.9 0.00 -1 N
1.9 0.25 -1 N
1.9 0.50 -1 N
1.9 0.75 -1 N
1.9 1.00 -1 N
1.9 1.25 -1 N
1.9 1.50 -1 N
1.9 1.75 -1 N
1.9 2.00 -1 N
1.9 2.25 -1 N
1.9 2.50 -1 N
1.9 2.75 -1 N
1.9 3.00 -1 N
1.9 4.00 -1 N
#\delta = 0.2
